date,val,tweet,person,country
2018-02-18,0.22,"Thank you to KenStarr, former Independent Counsel, Whitewater, for your insight and powerful words on FISA abuse, Russian meddling etc. Really great interview with @MariaBartiromo",Trump,Russia
2018-02-18,0.175,Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable. They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion. Get back to the basics and make us all proud!,Trump,Russia
2018-02-18,0.15,"Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election, he is probably doing so as yet another excuse that the Democrats, lead by their fearless leader, Crooked Hillary Clinton, lost the 2016 election. But wasn't I a great candidate?",Trump,Russia
2018-02-18,0.119047619,"Finally, Liddle' Adam Schiff, the leakin' monster of no control, is now blaming the Obama Administration for Russian meddling in the 2016 Election. He is finally right about something. Obama was President, knew of the threat, and did nothing. Thank you Adam!",Trump,Russia
2018-02-18,0,"I never said Russia did not meddle in the election, I said ""it may be Russia, or China or another country or group, or it may be a 400 pound genius sitting in bed and playing with his computer.""ù The Russian ""hoax""ù was that the Trump campaign colluded with Russia - it never did!",Trump,China
2018-02-18,0,"I never said Russia did not meddle in the election, I said ""it may be Russia, or China or another country or group, or it may be a 400 pound genius sitting in bed and playing with his computer.""ù The Russian ""hoax""ù was that the Trump campaign colluded with Russia - it never did!",Trump,Russia
2018-02-18,-0.175,"General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H, the DNC and the Dems. Remember the Dirty Dossier, Uranium, Speeches, Emails and the Podesta Company!",Trump,Russia
2018-02-19,0,"Obama was President up to, and beyond, the 2016 Election. So why didn't he do something about Russian meddling?",Trump,Russia
2018-02-20,0.575,"Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia, including Crimea, Syria and so much more. We are now starting to win again!",Trump,Russia
2018-02-20,0.575,"Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia, including Crimea, Syria and so much more. We are now starting to win again!",Trump,Syria
2018-02-20,0.14047619,"....The President Obama quote just before election. That's because he thought Crooked Hillary was going to win and he didn't want to ""rock the boat.""ù When I easily won the Electoral College, the whole game changed and the Russian excuse became the narrative of the Dems.",Trump,Russia
2018-02-20,-0.141666667,"I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!",Trump,Russia
2018-02-21,0.019345238,"Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why aren't they the subject of the investigation? Why didn't Obama do something about the meddling? Why aren't Dem crimes under investigation? Ask Jeff Session!",Trump,Russia
2018-02-21,0.019345238,"Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why aren't they the subject of the investigation? Why didn't Obama do something about the meddling? Why aren't Dem crimes under investigation? Ask Jeff Sessions!",Trump,Russia
2018-02-21,-0.152777778,"Bad ratings @CNN &, @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably knew it was Fake News but, because it was a rally against me, they pushed it hard anyway. Two really dishonest newscasters, but the public is wise!",Trump,Russia
2018-02-23,0.475,"MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands, but these killers come back in from El Salvador, and through Mexico, like water. El Salvador just takes our money, and Mexico must help MORE with this problem. We need The Wall!",Trump,Mexico
2018-02-24,-0.2125,"""Russians had no compromising information on Donald Trump""ù @FoxNews  Of course not, because there is none, and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!",Trump,Russia
2018-03-05,0.225,"Why did the Obama Administration start an investigation into the Trump Campaign (with zero proof of wrongdoing) long before the Election in November? Wanted to discredit so Crooked H would win. Unprecedented. Bigger than Watergate! Plus, Obama did NOTHING about Russian meddling.",Trump,Russia
2018-03-05,0.19,...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying.,Trump,Mexico
2018-03-05,0.090909091,"We have large trade deficits with Mexico and Canada. NAFTA, which is under renegotiation right now, has been a bad deal for U.S.A. Massive relocation of companies &, jobs. Tariffs on Steel and Aluminum will only come off if new &, fair NAFTA agreement is signed. Also, Canada must..",Trump,Canada
2018-03-05,0.090909091,"We have large trade deficits with Mexico and Canada. NAFTA, which is under renegotiation right now, has been a bad deal for U.S.A. Massive relocation of companies &, jobs. Tariffs on Steel and Aluminum will only come off if new &, fair NAFTA agreement is signed. Also, Canada must..",Trump,Mexico
2018-03-06,-0.033035714,"Possible progress being made in talks with North Korea. For the first time in many years, a serious effort is being made by all parties concerned. The World is watching and waiting! May be false hope, but the U.S. is ready to go hard in either direction!",Trump,North Korea
2018-03-07,0.303333333,"China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States. Our relationship with China has been a very good one, and we look forward to seeing what ideas they come back with. We must act soon!",Trump,China
2018-03-09,1,"Kim Jong Un talked about denuclearization with the South Korean Representatives, not just a freeze. Also, no missile testing by North Korea during this period of time. Great progress being made but sanctions will remain until an agreement is reached. Meeting being planned!",Trump,North Korea
2018-03-10,0.585,"The deal with North Korea is very much in the making and will be, if completed, a very good one for the World. Time and place to be determined.",Trump,North Korea
2018-03-10,0.1685,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!",Trump,Japan
2018-03-10,0.1685,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!",Trump,North Korea
2018-03-10,0.125,"In the first hours after hearing that North Korea's leader wanted to meet with me to talk denuclearization and that missile launches will end, the press was startled &, amazed.They couldn't believe it. But by the following morning the news became FAKE.They said so what, who cares!",Trump,North Korea
2018-03-10,0,Chinese President XI XINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,Trump,China
2018-03-10,0,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,Trump,China
2018-03-10,0,Chinese President XI XINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,Trump,North Korea
2018-03-10,0,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,Trump,North Korea
2018-03-10,0,"North Korea has not conducted a Missile Test since November 28, 2017 and has promised not to do so through our meetings. I believe they will honor that commitment!",Trump,North Korea
2018-03-11,0.090909091,"The Failing New York Times purposely wrote a false story stating that I am unhappy with my legal team on the Russia case and am going to add another lawyer to help out. Wrong. I am VERY happy with my lawyers, John Dowd, Ty Cobb and Jay Sekulow. They are doing a great job and.....",Trump,Russia
2018-03-11,-0.016666667,"...have shown conclusively that there was no Collusion with Russia..just excuse for losing. The only Collusion was that done by the DNC, the Democrats and Crooked Hillary. The writer of the story, Maggie Haberman, a Hillary flunky, knows nothing about me and is not given access.",Trump,Russia
2018-03-13,-0.05,"THE HOUSE INTELLIGENCE COMMITTEE HAS, AFTER A 14 MONTH LONG IN-DEPTH INVESTIGATION, FOUND NO EVIDENCE OF COLLUSION OR COORDINATION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA TO INFLUENCE THE 2016 PRESIDENTIAL ELECTION.",Trump,Russia
2018-03-15,0.5,"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesn't like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and that's how I know!",Trump,Canada
2018-03-16,0.75,Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten.,Trump,Iraq
2018-03-16,0.75,Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten.,Trump,Syria
2018-03-17,0.416666667,"As the House Intelligence Committee has concluded, there was no collusion between Russia and the Trump Campaign. As many are now finding out, however, there was tremendous leaking, lying and corruption at the highest levels of the FBI, Justice &, State. #DrainTheSwamp",Trump,Russia
2018-03-21,0,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn't have the ""smarts.""ù Obama and Clinton tried, but didn't have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",Trump,Iran
2018-03-21,0,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn't have the ""smarts.""ù Obama and Clinton tried, but didn't have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",Trump,North Korea
2018-03-21,0,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn't have the ""smarts.""ù Obama and Clinton tried, but didn't have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",Trump,Syria
2018-03-21,0,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn't have the ""smarts.""ù Obama and Clinton tried, but didn't have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",Trump,Ukraine
2018-03-21,-0.065,"I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing.......",Trump,Russia
2018-03-23,-0.375,"House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between Trump Campaign &, Russia. (2)  The Obama Administrations Post election response was insufficient. (3) Clapper provided inconsistent testimony on media contacts.",Trump,Russia
2018-03-24,-1,"Our thoughts and prayers are with the victims of the horrible attack in France yesterday, and we grieve the nation's loss. We also condemn the violent actions of the attacker and anyone who would provide him support. We are with you @EmmanuelMacron!",Trump,France
2018-03-25,0.3,"France honors a great hero. Officer died after bravely swapping places with hostage in ISIS related terror attack. So much bravery around the world constantly fighting radical Islamic terrorism. Even stronger measures needed, especially at borders!",Trump,France
2018-03-25,0.2375,"....lawyer or law firm will take months to get up to speed (if for no other reason than they can bill more), which is unfair to our great country - and I am very happy with my existing team. Besides, there was NO COLLUSION with Russia, except by Crooked Hillary and the Dems!",Trump,Russia
2018-03-25,0.055591631,"Many lawyers and top law firms want to represent me in the Russia case...don't believe the Fake News narrative that it is hard to find a lawyer who wants to take this on. Fame &, fortune will NEVER be turned down by a lawyer, though some are conflicted. Problem is that a new......",Trump,Russia
2018-03-28,-0.141666667,"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!",Trump,China
2018-04-01,-0.080902778,"Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border, and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows, or I will stop their cash cow, NAFTA. NEED WALL!",Trump,Mexico
2018-04-02,0.038095238,"Mexico has the absolute power not to let these large ""Caravans""ù of people enter their country. They must stop them at their Northern Border, which they can do because their border laws work, not allow them to pass through into our country, which has no effective border laws.....",Trump,Mexico
2018-04-02,-0.270555556,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!",Trump,Mexico
2018-04-03,0.044444444,"Honduras, Mexico and many other countries that the U.S. is very generous to, sends many of their people to our country through our WEAK IMMIGRATION POLICIES. Caravans are heading here. Must pass tough laws and build the WALL. Democrats allow open borders, drugs and crime!",Trump,Mexico
2018-04-03,-0.032916667,"The big Caravan of People from Honduras, now coming across Mexico and heading to our ""Weak Laws""ù Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!",Trump,Mexico
2018-04-03,-0.117361111,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &, Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS",Trump,Canada
2018-04-03,-0.117361111,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &, Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS",Trump,Mexico
2018-04-04,0.175,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",Trump,China
2018-04-04,0.082770833,"Our Border Laws are very weak while those of Mexico &, Canada are very strong. Congress must change these Obama era, and other, laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.",Trump,Canada
2018-04-04,0.082770833,"Our Border Laws are very weak while those of Mexico &, Canada are very strong. Congress must change these Obama era, and other, laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.",Trump,Mexico
2018-04-05,0.046666667,"The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them so as not to cause a giant scene at our Border. Because of the Trump Administrations actions, Border crossings are at a still UNACCEPTABLE 46 year low. Stop drugs!",Trump,Mexico
2018-04-05,-0.3,"The Fake News Washington Post, Amazon's ""chief lobbyist,""ù has another (of many) phony headlines, ""Trump Defiant As China Adds Trade Penalties.""ù WRONG! Should read, ""Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.""ù Typically bad reporting!",Trump,China
2018-04-06,0.119047619,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.",Trump,China
2018-04-07,-0.218518519,"The United States hasn't had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!",Trump,China
2018-04-08,0.246031746,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &, a deal will be made on Intellectual Property. Great future for both countries!",Trump,China
2018-04-08,0.057142857,"Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...",Trump,Iran
2018-04-08,0.057142857,"Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...",Trump,Russia
2018-04-08,0.057142857,"Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...",Trump,Syria
2018-04-08,-0.0390625,"If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Animal Assad would have been history!",Trump,Syria
2018-04-09,0.125,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",Trump,China
2018-04-10,0.525,"Very thankful for President Xi of China's kind words on tarrifs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",Trump,China
2018-04-10,0.525,"Very thankful for President Xi of China's kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",Trump,China
2018-04-11,0.223125902,"Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice and new and ""smart!""ù You shouldn't be partners with a Gas Killing Animal who kills his people and enjoys it!",Trump,Russia
2018-04-11,0.223125902,"Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice and new and ""smart!""ù You shouldn't be partners with a Gas Killing Animal who kills his people and enjoys it!",Trump,Syria
2018-04-11,0.04875,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &, Larry K on board. I (we) are",Trump,China
2018-04-11,0.04875,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &, Larry K on board. I (we) are",Trump,North Korea
2018-04-11,0.04875,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &, Larry K on board. I (we) are",Trump,Syria
2018-04-11,-0.08219697,"The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia  C story!",Trump,Russia
2018-04-11,-0.08219697,"The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia  C story!",Trump,Ukraine
2018-04-11,-0.145555556,"Our relationship with Russia is worse now than it has ever been, and that includes the Cold War. There is no reason for this. Russia needs us to help with their economy, something that would be very easy to do, and we need all nations to work together. Stop the arms race?",Trump,Russia
2018-04-11,-0.175595238,"....doing things that nobody thought possible, despite the never ending and corrupt Russia Investigation, which takes tremendous time and focus. No Collusion or Obstruction (other than I fight back), so now they do the Unthinkable, and RAID a lawyers office for information! BAD!",Trump,Russia
2018-04-11,-0.291666667,"Much of the bad blood with Russia is caused by the Fake &, Corrupt Russia Investigation, headed up by the all Democrat loyalists, or people that worked for Obama. Mueller is most conflicted of all (except Rosenstein who signed FISA &, Comey letter). No Collusion, so they go crazy!",Trump,Russia
2018-04-12,0.525,"Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event, the United States, under my Administration, has done a great job of ridding the region of ISIS. Where is our ""Thank you America?""ù",Trump,Syria
2018-04-13,0.045138889,"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!",Trump,Japan
2018-04-14,0.344444444,A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power of their fine Military. Could not have had a better result. Mission Accomplished!,Trump,France
2018-04-15,0.155555556,"The Syrian raid was so perfectly carried out, with such precision, that the only way the Fake News Media could demean was by my use of the term ""Mission Accomplished.""ù I knew they would seize on this but felt it is such a great Military term, it should be brought back. Use often!",Trump,Syria
2018-04-16,-0.5,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,Trump,China
2018-04-16,-0.5,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,Trump,Russia
2018-04-17,0.360416667,"Getting ready to meet Prime Minister Abe of Japan, a truly fine gentleman!",Trump,Japan
2018-04-17,-0.1,I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,Trump,Japan
2018-04-18,0.555,"Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was formed. Details of Summit are being worked out now. Denuclearization will be a great thing for World, but also for North Korea!",Trump,North Korea
2018-04-18,0.4,Great working luncheon with U.S. and Japanese Delegations this afternoon! https://t.co/ywU2CEih8b,Trump,Japan
2018-04-18,0.158333333,Prime Minister @AbeShinzo of Japan and myself this morning building an even deeper and better relationship while playing a quick round of golf at Trump International Golf Club. https://t.co/YqU7pHiFoU,Trump,Japan
2018-04-18,0.15,"While Japan and South Korea would like us to go back into TPP, I don't like the deal for the United States. Too many contingencies and no way to get out if it doesn't work. Bilateral deals are far more efficient, profitable and better for OUR workers. Look how bad WTO is to U.S.",Trump,Japan
2018-04-18,-1,"Slippery James Comey, the worst FBI Director in history, was not fired because of the phony Russia investigation where, by the way, there was NO COLLUSION (except by the Dems)!",Trump,Russia
2018-04-19,0.39375,"Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!",Trump,Japan
2018-04-19,0.39375,"Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!",Trump,North Korea
2018-04-20,0.324166667,North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.,Trump,North Korea
2018-04-21,-0.194444444,"A message from Kim Jong Un: ""North Korea will stop nuclear tests and launches of intercontinental ballistic missiles.""ùAlso will ""Shut down a nuclear test site in the country's Northern Side to prove the vow to suspend nuclear tests.""ù Progress being made for all!",Trump,North Korea
2018-04-22,0.3125,Funny how all of the Pundits that couldn't come close to making a deal on North Korea are now all over the place telling me how to make a deal!,Trump,North Korea
2018-04-22,0.0575,"Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea, and they have given up nothing. Wow, we haven't given up anything &, they have agreed to denuclearization (so great for World), site closure, &, no more testing!",Trump,North Korea
2018-04-22,-0.0375,"....We are a long way from conclusion on North Korea, maybe things will work out, and maybe they won't - only time will tell....But the work I am doing now should have been done a long time ago!",Trump,North Korea
2018-04-23,0.344444444,"Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hundreds of good people, including the Ambassador to Germany. They are maxing out the time on approval process for all, never happened before. Need more Republicans!",Trump,Germany
2018-04-23,-0.04503367,"Mexico, whose laws on immigration are very tough, must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also, we must get Wall funding fast.",Trump,Mexico
2018-04-24,0.4,"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse. üá∫üá∏üá´üá∑ https://t.co/ju1FXhgjaD",Trump,France
2018-04-24,0.4,"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse. üá∫üá∏üá´üá∑ https://t.co/ju1FXhgjaD",Trump,Iran
2018-04-24,0.4,"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse. üá∫üá∏üá´üá∑ https://t.co/ju1FXhgjaD",Trump,Syria
2018-04-24,0.285714286,"""President Trump Calls the U.S.-France Relationship ""òUnbreakable.' History Shows He's Right.""ù https://t.co/L0gT4rvaJO",Trump,France
2018-04-24,0,"Americans stand with you and all of Canada, Prime Minister @JustinTrudeau. Our thoughts and prayers are with you all. #TorontoStrong https://t.co/Xo3Cn962z8",Trump,Canada
2018-04-25,0.7125,".@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful, and Washington is abuzz over what an incredible job Melania did.",Trump,France
2018-04-25,0.633333333,Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!,Trump,France
2018-04-26,0.341666667,"The U.S. has put together a STRONG bid w/ Canada &, Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don't support us (including at the United Nations)?",Trump,Canada
2018-04-26,0.341666667,"The U.S. has put together a STRONG bid w/ Canada &, Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don't support us (including at the United Nations)?",Trump,Mexico
2018-04-27,0.479166667,"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!",Trump,China
2018-04-27,0.479166667,"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!",Trump,North Korea
2018-04-27,0.41640625,"Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss, so little time! It will be good for both of our great countries!",Trump,Germany
2018-04-27,0.0625,"Just Out: House Intelligence Committee Report released. ""No evidence""ù that the Trump Campaign ""colluded, coordinated or conspired with Russia.""ù Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!",Trump,Russia
2018-04-28,0.353333333,"Just had a long and very good talk with President Moon of South Korea. Things are going very well, time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations.",Trump,Japan
2018-04-28,0.353333333,"Just had a long and very good talk with President Moon of South Korea. Things are going very well, time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations.",Trump,North Korea
2018-04-28,0.223214286,"House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along, it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Councel appointed. Witch Hunt!",Trump,Russia
2018-04-28,0.223214286,"House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along, it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Counsel appointed. Witch Hunt!",Trump,Russia
2018-04-28,-0.340186688,"Secret Service has just informed me that Senator Jon Tester's statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with, just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!",Trump,Russia
2018-05-01,0.147857143,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!",Trump,China
2018-05-01,0.147857143,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!",Trump,North Korea
2018-05-01,0.083333333,"So disgraceful that the questions concerning the Russian Witch Hunt were ""leaked""ù to the media. No questions on Collusion. Oh, I see...you have a made up, phony crime, Collusion, that never existed, and an investigation begun with illegally leaked classified information. Nice!",Trump,Russia
2018-05-02,0.625,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &, trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",Trump,China
2018-05-02,0.625,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &, trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",Trump,North Korea
2018-05-02,0.149090909,"NEW BOOK - A MUST READ! ""The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump""ù by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!",Trump,Russia
2018-05-02,-4.63E-18,"""This isn't some game. You are screwing with the work of the president of the United States.""ù  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian ""Collusion.""ù",Trump,China
2018-05-02,-4.63E-18,"""This isn't some game. You are screwing with the work of the president of the United States.""ù  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian ""Collusion.""ù",Trump,North Korea
